Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,94.470001,98.82,92.129997,97.400002,95.174583,95962500
8/1/15,97.739998,99.18,74.610001,94.050003,92.056976,103682300
9/1/15,90.059998,94.839996,88.019997,90.120003,88.210236,99750500
10/1/15,90.57,101.650002,88.919998,98.989998,96.892281,82212500
11/1/15,98.900002,101.760002,96.5,97.919998,96.008514,73090700
12/1/15,98.209999,100.800003,94.5,97.360001,95.459442,76528700
1/1/16,95.370003,95.830002,81,89.029999,87.292053,130553200
2/1/16,88.519997,89.199997,78.519997,86.919998,85.394051,102156800
3/1/16,87.769997,94.940002,85.93,94.5,92.840973,85486100
4/1/16,93.650002,100,93.040001,96.989998,95.28727,85139600
5/1/16,97.150002,97.940002,94.080002,95.900002,94.406525,58022900
6/1/16,95.900002,97.989998,87.589996,88.059998,86.688599,99903100
7/1/16,89.160004,96.5,86.650002,95.239998,93.75679,100844600
8/1/16,95.230003,97.190002,94.410004,96.629997,95.330406,64252500
9/1/16,96.669998,102.309998,96.510002,101.769997,100.401283,81751000
10/1/16,101.389999,108.93,99.779999,107.019997,105.580666,79501000
11/1/16,107,107.139999,100.360001,102.199997,101.015121,89428000
12/1/16,102.330002,105.709999,99.510002,103.25,102.052956,73599000
1/1/17,104.410004,111.07,104.110001,106.330002,105.097244,68396600
2/1/17,106.629997,111,104.010002,110.459999,109.405579,62913900
3/1/17,111.419998,113.5,110.129997,112.470001,111.396408,65075100
4/1/17,112.699997,117.370003,111.010002,116.32,115.209648,50114700
5/1/17,116.540001,122.980003,115.550003,122.879997,121.946373,72963100
6/1/17,122.800003,126.190002,119.889999,121.449997,120.527245,73838500
7/1/17,122.25,132.199997,120.650002,127.800003,126.829002,64466800
8/1/17,128.660004,134.5,127.589996,133.300003,132.528625,57800300
9/1/17,133.839996,143.589996,131.679993,141.199997,140.382889,75947500
10/1/17,141.899994,152,141.320007,148.770004,147.909103,72852200
11/1/17,149.949997,154.649994,145.279999,150.470001,149.831238,70231300
12/1/17,150.399994,154.649994,140.610001,151.360001,150.717453,66057700
1/1/18,152.009995,170.809998,151.119995,169,168.282562,68410900
2/1/18,172.509995,179.169998,156.800003,175.759995,175.289413,96615400
3/1/18,176.350006,183.729996,168.550003,175.160004,174.69104,81229900
4/1/18,174.639999,180,167.940002,178.270004,177.792709,82703600
5/1/18,178.270004,194.720001,176.910004,190.119995,189.880997,79892300
6/1/18,192.029999,204,191.899994,196.520004,196.272949,67396300
7/1/18,195.740005,214.279999,194.75,214.160004,213.890778,49499700
