Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,12.210000,12.470000,12.180000,12.470000,9.827896,0
2015-08-01,12.520000,12.520000,12.050000,12.120000,9.602307,0
2015-09-01,12.130000,12.160000,11.950000,11.950000,9.512135,0
2015-10-01,11.970000,12.220000,11.970000,12.130000,9.701691,0
2015-11-01,12.120000,12.120000,11.880000,11.990000,9.639190,0
2015-12-01,12.100000,12.100000,10.780000,10.820000,8.741712,0
2016-01-01,10.850000,10.910000,10.740000,10.870000,9.580082,0
2016-02-01,10.810000,10.930000,10.730000,10.930000,9.676826,0
2016-03-01,10.890000,11.400000,10.890000,11.400000,10.143328,0
2016-04-01,11.420000,11.570000,11.420000,11.570000,10.343887,0
2016-05-01,11.500000,11.650000,11.480000,11.570000,10.394239,0
2016-06-01,11.580000,12.050000,11.580000,12.050000,10.878205,0
2016-07-01,12.170000,12.430000,12.170000,12.410000,11.255766,0
2016-08-01,12.290000,12.460000,12.180000,12.430000,11.325302,0
2016-09-01,12.440000,12.450000,12.030000,12.310000,11.267636,0
2016-10-01,12.290000,12.290000,11.990000,12.020000,11.002193,0
2016-11-01,11.980000,11.990000,11.290000,11.310000,10.398275,0
2016-12-01,11.240000,11.420000,11.230000,11.400000,10.530906,0
2017-01-01,11.460000,11.670000,11.430000,11.490000,10.665499,0
2017-02-01,11.460000,11.720000,11.460000,11.710000,10.915431,0
2017-03-01,11.590000,11.670000,11.320000,11.630000,10.888404,0
2017-04-01,11.690000,11.890000,11.640000,11.790000,11.089782,0
2017-05-01,11.720000,11.960000,11.710000,11.960000,11.293863,0
2017-06-01,11.960000,12.220000,11.960000,12.040000,11.418136,0
2017-07-01,11.990000,12.180000,11.920000,12.090000,11.516207,0
2017-08-01,12.150000,12.220000,12.060000,12.220000,11.684494,0
2017-09-01,12.170000,12.300000,12.130000,12.170000,11.684612,0
2017-10-01,12.160000,12.260000,12.070000,12.180000,11.741645,0
2017-11-01,12.180000,12.300000,12.060000,12.180000,11.788025,0
2017-12-01,12.180000,12.390000,12.150000,12.350000,12.002687,0
2018-01-01,12.260000,12.320000,12.110000,12.180000,11.886634,0
2018-02-01,12.070000,12.070000,11.660000,11.760000,11.521465,0
2018-03-01,11.770000,11.830000,11.660000,11.830000,11.635675,0
2018-04-01,11.820000,11.850000,11.470000,11.570000,11.427561,0
2018-05-01,11.510000,11.580000,11.300000,11.490000,11.392858,0
2018-06-01,11.450000,11.450000,11.320000,11.370000,11.321043,0
