Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,108.360001,109.300003,103.75,106.790001,100.716949,6273500
8/1/15,106.699997,107.529999,94,101.620003,95.840973,7172600
9/1/15,99.75,104.220001,95.080002,96.849998,91.342232,5739800
10/1/15,96.989998,104.080002,95.309998,103.269997,98.528854,4962800
11/1/15,103.459999,105.779999,100.470001,104.629997,99.826393,4200500
12/1/15,105.129997,105.459999,97.25,98.769997,94.235443,6977600
1/1/16,97.330002,97.690002,84.839996,92.480003,88.899643,8680200
2/1/16,91.970001,94.860001,86.25,93.870003,90.235825,6341000
3/1/16,94.610001,102.410004,94.110001,101.879997,97.935715,5402500
4/1/16,100.989998,105.790001,98.889999,104.019997,100.363991,5992000
5/1/16,104.220001,105.870003,100.300003,105.480003,101.772667,7118300
6/1/16,105.059998,108.379997,99.169998,105.309998,101.60865,14359700
7/1/16,105.220001,110.550003,103.300003,110.199997,106.651924,7374600
8/1/16,110.230003,111.940002,108.139999,111,107.42617,5976600
9/1/16,111.059998,112.660004,107.5,110.660004,107.09713,6533400
10/1/16,110.290001,110.790001,106.519997,107.43,104.597824,8152000
11/1/16,107.610001,119.349998,104.940002,118.400002,115.27861,9757200
12/1/16,118.949997,124.5,118,124.169998,120.8965,13295800
1/1/17,122.360001,124.07,120.190002,121.790001,119.349251,13532100
2/1/17,122.510002,126.07,120.959999,124.239998,121.750145,8691600
3/1/17,125.639999,126.68,118.559998,122.860001,120.397804,11375100
4/1/17,123.099998,125.739998,119.68,123.349998,121.356453,7797400
5/1/17,123.690002,124.160004,118.360001,120.389999,118.444298,7857600
6/1/17,120.809998,124.839996,120.400002,122.910004,120.923569,6716100
7/1/17,123.43,126.209999,121.639999,124.160004,122.574074,4864900
8/1/17,124.639999,124.639999,118.550003,122.349998,120.787193,5989000
9/1/17,122.519997,128,120.870003,127.790001,126.157707,7004600
10/1/17,127.940002,129.740005,127.599998,128.889999,127.866333,6441000
11/1/17,129.649994,133.610001,125.839996,132.970001,131.913925,6097000
12/1/17,132.929993,134.669998,129.710007,132.779999,131.725433,5885300
1/1/18,133.320007,138.960007,132.880005,135.339996,134.265091,9210200
2/1/18,134.919998,135.809998,123.029999,128.929993,127.906006,6947100
3/1/18,128.820007,135.339996,126.589996,129.419998,128.39212,6209500
4/1/18,129.160004,133.529999,125.540001,129.940002,129.459503,5060800
5/1/18,129.75,137.490005,128.240005,135.809998,135.3078,4777400
6/1/18,136.600006,139.940002,134.699997,135.789993,135.287872,4659000
