Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,63.820000,65.959999,62.740002,65.019997,62.033489,1586100
2015-08-01,65.110001,65.610001,41.099998,61.500000,58.675175,1728500
2015-09-01,60.889999,63.130001,59.090000,60.450001,57.673409,8149000
2015-10-01,60.680000,66.129997,59.509998,65.680000,62.925182,6428200
2015-11-01,65.830002,66.820000,63.669998,65.970001,63.203030,4721100
2015-12-01,66.209999,66.500000,63.459999,64.570000,61.861752,5414800
2016-01-01,63.590000,63.939999,57.860001,61.590000,59.250938,9026000
2016-02-01,61.270000,63.070000,58.330002,61.959999,59.606888,8298300
2016-03-01,62.459999,65.980003,62.380001,65.620003,63.127888,7039700
2016-04-01,65.269997,67.230003,65.019997,65.360001,62.877758,6347900
2016-05-01,65.589996,66.470001,64.110001,66.059998,63.551182,2966400
2016-06-01,65.889999,66.699997,62.639999,66.000000,63.493458,7940300
2016-07-01,66.019997,68.260002,65.349998,68.010002,65.803543,7432300
2016-08-01,68.010002,68.720001,67.300003,67.860001,65.658417,3639500
2016-09-01,67.839996,68.250000,66.089996,67.489998,65.300407,12445100
2016-10-01,67.349998,67.480003,65.900002,66.110001,64.250160,8203800
2016-11-01,66.300003,68.790001,65.059998,68.099998,66.184166,10246000
2016-12-01,68.150002,70.500000,67.739998,69.099998,67.156029,9612000
2017-01-01,69.480003,70.660004,69.180000,69.900002,68.286156,10291500
2017-02-01,70.059998,73.370003,69.610001,73.180000,71.490425,5257700
2017-03-01,73.669998,74.290001,72.000000,72.800003,71.119209,4253400
2017-04-01,72.849998,73.629997,71.959999,73.250000,71.899933,2443700
2017-05-01,73.309998,74.389999,72.480003,74.339996,72.969833,2923000
2017-06-01,74.489998,75.860001,73.790001,74.370003,72.999298,7060800
2017-07-01,74.720001,76.000000,73.949997,75.129997,74.131927,5847600
2017-08-01,75.389999,75.750000,73.620003,75.480003,74.477280,2756200
2017-09-01,75.589996,77.260002,74.739998,77.139999,76.115227,6943100
2017-10-01,77.290001,79.809998,77.220001,79.389999,78.682137,5311700
2017-11-01,79.750000,82.570000,79.150002,82.250000,81.516632,5079200
2017-12-01,82.529999,84.150002,81.029999,82.900002,82.160835,5930800
2018-01-01,83.320000,88.629997,83.040001,86.690002,85.917046,5588800
2018-02-01,86.550003,87.010002,78.629997,84.169998,83.419510,9964100
2018-03-01,84.279999,87.370003,80.570000,82.709999,81.972534,6637500
2018-04-01,82.739998,84.279999,79.930000,81.629997,81.262535,8769700
2018-05-01,81.480003,84.879997,80.300003,83.830002,83.452637,8599600
2018-06-01,84.370003,86.610001,82.559998,83.449997,83.074348,9031800
