Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,83.629997,85.489998,80.120003,84.93,66.318726,10381800
8/1/15,84.610001,85.699997,69.839996,78.720001,61.469559,15683400
9/1/15,77.68,83.120003,72.370003,74.660004,59.156834,14625400
10/1/15,74.879997,81.129997,72.480003,79.550003,63.031403,11162100
11/1/15,79.800003,83.379997,74.290001,75.029999,59.449993,9903700
12/1/15,75.029999,77.220001,64.059998,72.599998,59.235401,20586800
1/1/16,71.82,71.82,58.43,67.059998,54.715244,16305600
2/1/16,66.75,67.029999,51.830002,61.049999,49.811588,20293000
3/1/16,60.299999,68.230003,60.110001,67.440002,55.025291,14594400
4/1/16,66.690002,71.779999,65,70.389999,58.534855,10944700
5/1/16,70.32,72.410004,67.32,71.610001,59.549397,11760100
6/1/16,71.120003,75,68.529999,74.050003,62.670105,9938300
7/1/16,74.120003,77.57,71.790001,76.650002,64.870537,8033300
8/1/16,76.650002,81.900002,75.93,79.940002,67.654922,9632400
9/1/16,80.239998,84.510002,79.290001,83.239998,71.564873,9160900
10/1/16,83.290001,85,80.629997,81.809998,70.335434,8584400
11/1/16,85.389999,85.449997,77.18,81.940002,70.447212,17952800
12/1/16,82.510002,83.660004,79.730003,81.699997,71.365768,9428600
1/1/17,82.900002,83.480003,73.239998,74.989998,65.504517,14554500
2/1/17,75.300003,80.379997,74.379997,76.940002,67.207863,14264000
3/1/17,75.709999,80.93,75.25,80.580002,70.387444,13626000
4/1/17,80.580002,81.559998,78.68,81.370003,72.308662,8339000
5/1/17,81.379997,81.739998,76.769997,77.900002,69.225082,10020000
6/1/17,78,79.510002,75.790001,78.400002,70.831291,9320100
7/1/17,78.669998,79.300003,75.279999,75.809998,68.491325,9698500
8/1/17,76.080002,76.779999,71.230003,74.480003,67.289726,10680300
9/1/17,74.620003,75.089996,71.849998,72.18,66.426239,14561300
10/1/17,72.389999,73.629997,68.489998,69.550003,64.005882,13925500
11/1/17,69.699997,70.269997,63.080002,66.779999,61.456688,18446300
12/1/17,67,67.739998,63.709999,64.199997,60.328033,16339000
1/1/18,64.559998,67.839996,63.389999,66.349998,62.34837,19962900
2/1/18,66.190002,67.080002,37.029999,40.5,38.057407,67930700
3/1/18,40.470001,41.290001,36.200001,36.93,34.702717,36596900
4/1/18,36.880001,40.200001,36.41,37.900002,36.929203,27523700
5/1/18,37.709999,40.459999,36.310001,38.700001,37.70871,34529200
6/1/18,38.799999,42.959999,38.560001,42.200001,42.200001,23850800
7/1/18,42.040001,45.459999,41.560001,44.950001,44.950001,14834100
