Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,43.029999,43.029999,34.25,35.23,33.777737,118837500
8/1/15,34.970001,37.099998,29.17,33.41,32.193012,131274400
9/1/15,32.369999,33.990002,29.129999,30.18,29.080669,160199700
10/1/15,30.690001,37.880001,29.559999,35.84,34.534492,118101600
11/1/15,36.450001,39.849998,34.25,36.669998,35.517769,76837900
12/1/15,36.759998,37.040001,30.389999,32.93,31.895283,98449900
1/1/16,32.639999,33.869999,23.77,32.369999,31.352879,122249500
2/1/16,31.709999,33.040001,26.709999,29.5,28.573057,114088500
3/1/16,29.67,35.040001,27.85,31.41,30.5177,108638200
4/1/16,30.559999,37.57,29.469999,36.110001,35.084183,88397900
5/1/16,36,37.48,34.150002,35.75,34.734409,83090800
6/1/16,34.959999,38.619999,33.779999,35.869999,34.949203,81623100
7/1/16,35.900002,37.41,33.990002,35.720001,34.803055,55960600
8/1/16,35.290001,36.209999,32.709999,34.48,33.594883,91399600
9/1/16,34.240002,37.5,32.75,35.740002,34.925106,79147100
10/1/16,35.91,36.639999,33.75,34.470001,33.684067,62754300
11/1/16,34.82,38.919998,33.91,38.16,37.289932,96553000
12/1/16,39.119999,42.029999,37.889999,38.060001,37.293415,74623600
1/1/17,38.639999,40.889999,36.799999,39.759998,38.959167,97164400
2/1/17,39.959999,40.57,36.200001,36.41,35.676651,76942600
3/1/17,36.869999,37.330002,32.330002,34.34,33.733826,101711200
4/1/17,34.23,35.740002,32.27,32.330002,31.75931,87884700
5/1/17,32.18,33.27,28.290001,28.690001,28.183561,177163800
6/1/17,28.709999,30.190001,27.66,28.299999,27.89287,139148500
7/1/17,28.469999,30.059999,26.559999,28.91,28.494095,82812900
8/1/17,28.82,28.82,22.99,23.77,23.42804,116291800
9/1/17,23.780001,28.610001,23.59,28.360001,28.051695,117092100
10/1/17,27.879999,28.92,26.370001,27.870001,27.56702,97906500
11/1/17,28.290001,29.139999,25.360001,26.299999,26.014086,95456300
12/1/17,26.620001,29.58,25.59,29.139999,28.92708,92381000
1/1/18,29.4,33.459999,29.32,30.52,30.296997,88787800
2/1/18,30.6,31.75,24.290001,29.83,29.612038,149873900
3/1/18,29.91,31.469999,28.49,30.299999,30.19735,96016200
4/1/18,29.940001,34.529999,28.59,33.830002,33.715393,80711200
5/1/18,33.040001,37.669998,32.150002,35.700001,35.57906,83722700
6/1/18,35.689999,36.919998,33.25,35.279999,35.279999,98279100
7/1/18,34.860001,37.759998,33.560001,35.700001,35.700001,62632000
