Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,67.900002,71.599998,67.32,70.010002,62.219891,181338200
8/1/15,70.190002,70.790001,53.869999,62.41,55.877186,220285900
9/1/15,61,62.279999,51.880001,54.41,48.714584,240673000
10/1/15,54.68,60.73,45.450001,59.549999,53.316559,266435900
11/1/15,61.599998,64.300003,57.959999,58.150002,52.543594,157716100
12/1/15,58.23,60.119999,53.240002,59.240002,53.528507,160409000
1/1/16,58.060001,59.810001,50.709999,54.900002,49.606937,217718800
2/1/16,54.16,57.310001,51.599998,54.610001,49.863163,182620100
3/1/16,54.779999,57.869999,54.240002,57.119999,52.154995,140732100
4/1/16,56.580002,62.099998,56.360001,61,55.697731,139375600
5/1/16,60.790001,63.869999,58.5,62.93,58.0121,204747000
6/1/16,62.93,65.370003,58.330002,61.91,57.071815,211605400
7/1/16,61.98,66.400002,61.77,66.230003,61.054211,153114400
8/1/16,66.230003,68.120003,63.5,64.099998,59.609402,150171800
9/1/16,64.099998,65.330002,62.450001,63.07,58.651562,137633900
10/1/16,63.02,63.75,55.060001,55.779999,51.872269,133909100
11/1/16,56,65.050003,55.68,60.799999,57.061913,195177500
12/1/16,60.830002,63.330002,58.75,62.619999,58.770012,148136700
1/1/17,62.919998,64.5,59.27,61.110001,57.352856,155644800
2/1/17,61.07,62.400002,60.049999,61.84,58.623566,123589300
3/1/17,62.16,66.790001,61.950001,65.160004,61.770893,143064500
4/1/17,65.239998,67.5,63.119999,65.940002,62.510319,103868100
5/1/17,66,67.400002,64.610001,66.019997,63.208805,124386700
6/1/17,66.260002,73.669998,66.120003,72.510002,69.422455,131209400
7/1/17,72.760002,75.040001,69.379997,69.910004,66.933167,99934600
8/1/17,70.029999,75.400002,69.470001,75.300003,72.741692,99255800
9/1/17,75.589996,90.949997,74.730003,88.860001,85.840988,192270000
10/1/17,89.739998,98.260002,85.239998,90.25,87.183762,139557400
11/1/17,90.779999,97.529999,90.190002,96.919998,94.280312,100958500
12/1/17,97.190002,99.099998,92.900002,96.709999,94.076035,85780700
1/1/18,97.139999,125.860001,96.75,112.220001,109.163612,143334100
2/1/18,112.239998,122,101,115.830002,113.483528,139407500
3/1/18,115.910004,121.449997,91.120003,94.650002,92.73259,168460900
4/1/18,94,99.419998,88.220001,96.550003,94.594109,139796000
5/1/18,102.099998,107.25,98.5,98.940002,97.939766,240049300
6/1/18,97.93,101.080002,90.809998,92.650002,91.713356,161450700
7/1/18,92.059998,98.949997,86.760002,93.120003,92.178604,110333800
