Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,76.959999,85.25,74.260002,84.330002,84.330002,29211400
8/1/15,84.269997,84.839996,65.330002,75.370003,75.370003,49213400
9/1/15,68.860001,74.379997,66.360001,68.860001,68.860001,32108800
10/1/15,69.510002,81.150002,69.330002,78.970001,78.970001,31077300
11/1/15,79.480003,85.669998,77.900002,83.709999,83.709999,29235600
12/1/15,83.949997,85.489998,77.489998,79.68,79.68,19221300
1/1/16,77.790001,78.650002,60.169998,63.009998,63.009998,44266700
2/1/16,62.560001,65.900002,47.32,60.450001,60.450001,67080700
3/1/16,65.190002,77.410004,63.610001,76.839996,76.839996,62708200
4/1/16,76.440002,80,73.769997,74.980003,74.980003,30444100
5/1/16,74.949997,78.93,69,75.839996,75.839996,33150000
6/1/16,74.5,82,69.150002,74.669998,74.669998,43982500
7/1/16,74.260002,85,71.300003,83.339996,83.339996,27568100
8/1/16,83.339996,85.959999,78.339996,84.790001,84.790001,37812200
9/1/16,84.050003,92.459999,84,91.690002,91.690002,34120700
10/1/16,91.559998,93.349998,85.510002,86.68,86.68,21230200
11/1/16,87.220001,87.260002,78.050003,84.32,84.32,26134300
12/1/16,84.43,84.839996,65.790001,66.089996,66.089996,70317800
1/1/17,66.75,85.910004,66.75,83.089996,83.089996,39739400
2/1/17,83.919998,92.459999,81.459999,82.93,82.93,38287600
3/1/17,83.400002,86.32,80.610001,83.279999,83.279999,30731200
4/1/17,83.269997,88.43,80.760002,87.400002,87.400002,22210200
5/1/17,87.620003,101.330002,87.089996,99.980003,99.980003,35890900
6/1/17,100.120003,104.800003,92.790001,97,97,44416100
7/1/17,97.720001,106.75,94.400002,102.110001,102.110001,20100400
8/1/17,103.129997,111.449997,96.830002,109.690002,109.690002,30070800
9/1/17,109.599998,110.949997,98.459999,105.389999,105.389999,42176400
10/1/17,105.300003,111.830002,102.779999,110.989998,110.989998,30984600
11/1/17,111.940002,116.889999,102.110001,103,103,34119400
12/1/17,102.629997,106.830002,95.349998,101.739998,101.739998,48548300
1/1/18,102.050003,121.980003,100.239998,119.889999,119.889999,33285300
2/1/18,119.029999,131.179993,107.75,126.669998,126.669998,34884900
3/1/18,127.93,139.899994,121.769997,127.110001,127.110001,37009000
4/1/18,125.839996,133.559998,120.650002,124.839996,124.839996,31456500
5/1/18,123.970001,138.649994,123.150002,130.960007,130.960007,32481000
6/1/18,125.830002,132.320007,117.239998,121.120003,121.120003,50333500
7/1/18,120,137.429993,119.599998,133.669998,133.669998,27854600
