Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,10.060000,10.120000,10.060000,10.120000,10.120000,0
2015-08-01,10.120000,10.250000,10.120000,10.250000,10.250000,0
2015-09-01,10.250000,10.410000,10.250000,10.410000,10.410000,0
2015-10-01,10.410000,10.430000,10.340000,10.380000,10.380000,0
2015-11-01,10.390000,10.410000,9.990000,10.000000,10.000000,0
2015-12-01,10.000000,10.020000,10.000000,10.020000,10.020000,0
2016-01-01,10.020000,10.030000,10.020000,10.030000,10.030000,0
2016-02-01,10.030000,10.060000,10.030000,10.060000,10.060000,0
2016-03-01,10.060000,10.120000,10.060000,10.120000,10.120000,0
2016-04-01,10.120000,10.130000,10.030000,10.100000,10.100000,0
2016-05-01,10.100000,10.120000,10.090000,10.120000,10.120000,0
2016-06-01,10.120000,10.160000,10.120000,10.160000,10.160000,0
2016-07-01,10.160000,10.180000,10.140000,10.180000,10.180000,0
2016-08-01,10.190000,10.320000,10.190000,10.320000,10.320000,0
2016-09-01,10.320000,10.450000,10.320000,10.450000,10.450000,0
2016-10-01,10.450000,10.500000,10.210000,10.500000,10.500000,0
2016-11-01,10.500000,10.560000,10.500000,10.560000,10.560000,0
2016-12-01,10.010000,10.020000,9.970000,9.990000,9.990000,0
2017-01-01,9.980000,10.030000,9.960000,10.030000,10.030000,0
2017-02-01,10.030000,10.090000,10.030000,10.090000,10.090000,0
2017-03-01,10.100000,10.120000,10.050000,10.050000,10.050000,0
2017-04-01,10.060000,10.070000,10.060000,10.070000,10.070000,0
2017-05-01,10.060000,10.090000,10.060000,10.090000,10.090000,0
2017-06-01,10.090000,10.110000,9.860000,9.870000,9.870000,0
2017-07-01,9.870000,9.920000,9.870000,9.920000,9.920000,0
2017-08-01,9.930000,9.980000,9.930000,9.980000,9.980000,0
2017-09-01,9.980000,9.980000,8.660000,9.000000,9.000000,0
2017-10-01,9.000000,9.290000,9.000000,9.140000,9.140000,0
2017-11-01,9.150000,9.190000,9.140000,9.190000,9.190000,0
2017-12-01,9.200000,9.310000,9.140000,9.310000,9.310000,0
2018-01-01,9.310000,9.530000,9.310000,9.530000,9.530000,0
2018-02-01,9.530000,9.550000,9.510000,9.530000,9.530000,0
2018-03-01,9.530000,9.550000,9.470000,9.470000,9.470000,0
2018-04-01,9.480000,9.500000,9.460000,9.500000,9.500000,0
2018-05-01,9.500000,9.570000,9.500000,9.560000,9.560000,0
2018-06-01,9.560000,9.600000,9.390000,9.390000,9.390000,0
