Date,Open,High,Low,Close,Adj Close,Volume
7/1/15,38,42.549999,33.98,38.700001,38.700001,424230800
8/1/15,39.25,39.91,30,34.619999,34.619999,265592400
9/1/15,34.150002,35.459999,30.299999,31.040001,31.040001,199174100
10/1/15,30.82,36.650002,30.75,36.009998,36.009998,197207700
11/1/15,35.580002,38.52,34.5,35.259998,35.259998,197878100
12/1/15,35.41,37.68,33.849998,36.200001,36.200001,156869000
1/1/16,35.130001,36.259998,30.52,36.139999,36.139999,205356700
2/1/16,35.650002,38.93,31.639999,38.139999,38.139999,248604000
3/1/16,38.52,41.75,37,38.599998,38.599998,189313600
4/1/16,38.509998,41.490002,37.34,39.18,39.18,154164500
5/1/16,39.07,40.313999,37.310001,37.790001,37.790001,176534700
6/1/16,37.810001,38.685001,34,36.509998,36.509998,187382500
7/1/16,36.599998,40.450001,35.715,37.240002,37.240002,209911600
8/1/16,37.43,38.650002,36.279999,37.150002,37.150002,139324900
9/1/16,37.27,41.299999,36.299999,40.970001,40.970001,192932400
10/1/16,40.869999,44.52,38.75,41.66,41.66,204950300
11/1/16,41.68,42.294998,38.450001,39.279999,39.279999,183667400
12/1/16,39.560001,40.740002,38.060001,39.470001,39.470001,115161500
1/1/17,40.290001,42.5,39.419998,39.779999,39.779999,147980500
2/1/17,39.959999,43.07,39.02,42,42,126124700
3/1/17,42.310001,43.799999,41.740002,43.02,43.02,126880800
4/1/17,43.200001,48.099998,42.060001,47.720001,47.720001,137436600
5/1/17,47.389999,52.240002,47.32,52.209999,52.209999,170709400
6/1/17,52.48,55.139999,50.830002,53.669998,53.669998,194091700
7/1/17,54.139999,61.299999,52.830002,58.549999,58.549999,200636100
8/1/17,59,62.028999,57.580002,61.68,61.68,137272000
9/1/17,61.98,65.239998,60.580002,64.029999,64.029999,141785800
10/1/17,64.5,72.739998,63.689999,72.559998,72.559998,216248200
11/1/17,72.779999,79.385002,71.669998,75.730003,75.730003,186896000
12/1/17,75.220001,76.440002,68.610001,73.620003,73.620003,170722100
1/1/18,74.235001,86.32,73.43,85.32,85.32,179904200
2/1/18,79.949997,82.169998,71.629997,79.410004,79.410004,247063900
3/1/18,79.599998,83.989998,74.550003,75.870003,75.870003,181284000
4/1/18,75.230003,80.889999,72.519997,74.610001,74.610001,163804800
5/1/18,74.150002,83.059998,70.220001,82.07,82.07,189553400
6/1/18,82.550003,87.550003,80.160004,83.269997,83.269997,160497600
7/1/18,82.75,92.349998,82.061996,91.370003,91.370003,110131100
